Calendar Year,Property ID,Property Name,Address 1,City,Primary Property Type - Self Selected,Year Built,Occupancy,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Percent Electricity,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Annual Maximum Demand (kW),Property GFA - Calculated (Buildings) (ft²),Electric Distribution Utility,Borough,Postal Code,Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),ENERGY STAR Score,longitude,latitude
2020,0288/032_2020,333 Bush Street,333 Bush Street,San Francisco,Mixed Residential,1987.0,,3765630.0,5.816938438818826,100,3765630.0,,647356,PG&E,Financial District/South Beach,94108,30.1,31.9,1149.6,,-122.40305688387112,37.790591995288885
2021,0288/032_2021,333 Bush Street,333 Bush Street,San Francisco,Mixed Residential,1987.0,,4067835.8,6.283769363379655,100,4067835.8,,647356,PG&E,Financial District/South Beach,94108,35.4,35.9,1256.8,,-122.40305688387112,37.790591995288885
2022,0288/032_2022,333 Bush Street,333 Bush Street,San Francisco,Mixed Residential,1987.0,,4554418.1,7.035414980319947,100,4554418.1,,647356,PG&E,Financial District/South Beach,94108,38.3,38.2,1487.3,85.0,-122.40305688387112,37.790591995288885
2023,0288/032_2023,333 Bush Street,333 Bush Street,San Francisco,Mixed Residential,1987.0,,3797395.7,5.866008347802446,100,3797395.7,,647356,PG&E,Financial District/South Beach,94108,33.0,32.7,1307.8,90.0,-122.40305688387112,37.790591995288885
2024,0288/032_2024,333 Bush Street,333 Bush Street,San Francisco,Mixed Residential,1987.0,,4050587.5,6.2571251367099405,100,4050587.5,,647356,PG&E,Financial District/South Beach,94108,33.7,33.4,1281.5,87.0,-122.40305688387112,37.790591995288885
2017,0289/001_2017,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,,0.0,0,,,527986,PG&E,Financial District/South Beach,94104,61.1,63.2,2709.5,78.0,-122.40116036992522,37.79083843441862
2016,0289/001_2016,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,,0.0,0,,,527986,PG&E,Financial District/South Beach,94104,70.2,72.4,3232.5,82.0,-122.40116036992522,37.79083843441862
2015,0289/001_2015,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,,0.0,0,,,527986,PG&E,Financial District/South Beach,94104,67.8,69.1,3280.1,78.0,-122.40116036992522,37.79083843441862
2014,0289/001_2014,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,,0.0,0,,,527986,PG&E,Financial District/South Beach,94104,69.7,72.3,3363.1,76.0,-122.40116036992522,37.79083843441862
2013,0289/001_2013,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,,0.0,0,,,527986,PG&E,Financial District/South Beach,94104,70.3,70.5,3369.0,78.0,-122.40116036992522,37.79083843441862
2012,0289/001_2012,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,,0.0,0,,,527986,PG&E,Financial District/South Beach,94104,63.2,64.1,3829.98,86.0,-122.40116036992522,37.79083843441862
2011,0289/001_2011,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,,0.0,0,,,527986,PG&E,Financial District/South Beach,94104,57.5,53.7,4002.95,90.0,-122.40116036992522,37.79083843441862
2023,0289/001_2023,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,2208745.5,4.183341035557761,100,2208745.5,,527986,PG&E,Financial District/South Beach,94104,15.0,15.0,535.2,100.0,-122.40116036992522,37.79083843441862
2024,0289/001_2024,225 Bush Street,225 BUSH ST,San Francisco,Commercial,1921.0,,2208625.5,4.183113756804158,100,2208625.5,,527986,PG&E,Financial District/South Beach,94104,35.5,34.8,1181.45,96.0,-122.40116036992522,37.79083843441862
2018,0289/003_2018,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,6586332.2,8.913940288003465,100,6586332.2,,738880,PG&E,Financial District/South Beach,94104,47.0,47.0,2394.6,88.0,-122.400940441661,37.79048515919225
2019,0289/003_2019,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,6544747.2,8.857659159809442,100,6544747.2,,738880,PG&E,Financial District/South Beach,94104,47.5,48.7,2328.0,89.0,-122.400940441661,37.79048515919225
2020,0289/003_2020,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,4853945.4,6.569328443048939,100,4853945.4,,738880,PG&E,Financial District/South Beach,94104,35.5,38.6,1738.3,,-122.400940441661,37.79048515919225
2021,0289/003_2021,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,4495607.5,6.084354022304027,100,4495607.5,,738880,PG&E,Financial District/South Beach,94104,36.9,37.6,1721.1,,-122.400940441661,37.79048515919225
2022,0289/003_2022,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,4606398.5,6.234298532914682,100,4606398.5,,738880,PG&E,Financial District/South Beach,94104,36.8,36.7,1838.9,92.0,-122.400940441661,37.79048515919225
2017,0289/003_2017,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,,0.0,0,,,738880,PG&E,Financial District/South Beach,94104,50.0,50.8,2679.6,92.0,-122.400940441661,37.79048515919225
2015,0289/003_2015,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,,0.0,0,,,738880,PG&E,Financial District/South Beach,94104,45.4,44.9,2730.8,93.0,-122.400940441661,37.79048515919225
2014,0289/003_2014,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,,0.0,0,,,738880,PG&E,Financial District/South Beach,94104,47.0,48.0,2685.0,93.0,-122.400940441661,37.79048515919225
2013,0289/003_2013,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,,0.0,0,,,738880,PG&E,Financial District/South Beach,94104,41.9,42.0,2718.4,94.0,-122.400940441661,37.79048515919225
2012,0289/003_2012,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,,0.0,0,,,738880,PG&E,Financial District/South Beach,94104,41.2,40.8,2659.7,94.0,-122.400940441661,37.79048515919225
2011,0289/003_2011,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,,0.0,0,,,738880,PG&E,Financial District/South Beach,94104,41.3,40.4,2614.28,94.0,-122.400940441661,37.79048515919225
2023,0289/003_2023,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,4021876.4,5.443206474664357,100,4021876.4,,738880,PG&E,Financial District/South Beach,94104,33.6,,1709.5,91.0,-122.400940441661,37.79048515919225
2024,0289/003_2024,One Sansome Street,1 SANSOME ST,San Francisco,Commercial,1983.0,,4101237.0,5.550613090082287,100,4101237.0,,738880,PG&E,Financial District/South Beach,94104,36.5,,1779.84,87.0,-122.400940441661,37.79048515919225
2018,0289/005_2018,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,4187450.5,8.752483121877809,100,4187450.5,,478430,PG&E,Financial District/South Beach,94104,49.1,48.8,1560.0,,-122.40185018939675,37.790346260747285
2020,0289/005_2020,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,2957207.5,6.181066195681709,100,2957207.5,,478430,PG&E,Financial District/South Beach,94104,40.4,43.5,1282.9,,-122.40185018939675,37.790346260747285
2021,0289/005_2021,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,2687039.7,5.616369583847167,100,2687039.7,,478430,PG&E,Financial District/South Beach,94104,38.2,38.7,1159.9,,-122.40185018939675,37.790346260747285
2022,0289/005_2022,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,2940984.2,6.147156741843112,100,2940984.2,,478430,PG&E,Financial District/South Beach,94104,38.8,38.6,1253.7,87.0,-122.40185018939675,37.790346260747285
2017,0289/005_2017,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,,0.0,0,,,478430,PG&E,Financial District/South Beach,94104,55.3,56.8,1586.2,88.0,-122.40185018939675,37.790346260747285
2014,0289/005_2014,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,,0.0,0,,,478430,PG&E,Financial District/South Beach,94104,42.4,44.0,1422.5,91.0,-122.40185018939675,37.790346260747285
2013,0289/005_2013,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,,0.0,0,,,478430,PG&E,Financial District/South Beach,94104,48.8,48.9,1625.4,87.0,-122.40185018939675,37.790346260747285
2012,0289/005_2012,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,,0.0,0,,,478430,PG&E,Financial District/South Beach,94104,49.9,49.9,1692.3,87.0,-122.40185018939675,37.790346260747285
2011,0289/005_2011,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,,0.0,0,,,478430,PG&E,Financial District/South Beach,94104,45.4,45.4,1816.96,89.0,-122.40185018939675,37.790346260747285
2023,0289/005_2023,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,2792639.0,5.837090065422319,100,2792639.0,,478430,PG&E,Financial District/South Beach,94104,37.0,36.7,1220.2,82.0,-122.40185018939675,37.790346260747285
2024,0289/005_2024,100 Montgomery,120 MONTGOMERY ST,San Francisco,Commercial,1955.0,,2496236.7,5.217558890537801,100,2496236.7,,478430,PG&E,Financial District/South Beach,94104,32.6,32.1,1035.63,86.0,-122.40185018939675,37.790346260747285
2018,0289/009_2018,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,2923146.0,8.994129339150662,100,2923146.0,,325006,PG&E,Financial District/South Beach,94104,42.2,42.0,950.2,90.0,-122.40196900262151,37.790735824232506
2019,0289/009_2019,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,2763877.0,8.504079924678313,100,2763877.0,,325006,PG&E,Financial District/South Beach,94104,42.1,43.3,947.6,92.0,-122.40196900262151,37.790735824232506
2020,0289/009_2020,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,2083087.5,6.40938167295373,100,2083087.5,,325006,PG&E,Financial District/South Beach,94104,35.0,38.0,754.1,,-122.40196900262151,37.790735824232506
2021,0289/009_2021,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,1882528.2,5.792287526999502,100,1882528.2,,325006,PG&E,Financial District/South Beach,94104,35.2,35.9,722.1,,-122.40196900262151,37.790735824232506
2022,0289/009_2022,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,1921054.7,5.9108284154754065,100,1921054.7,,325006,PG&E,Financial District/South Beach,94104,34.1,33.9,750.8,91.0,-122.40196900262151,37.790735824232506
2017,0289/009_2017,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,,0.0,0,,,325006,PG&E,Financial District/South Beach,94104,42.1,43.7,1001.9,96.0,-122.40196900262151,37.790735824232506
2016,0289/009_2016,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,,0.0,0,,,325006,PG&E,Financial District/South Beach,94104,44.0,46.2,1157.2,95.0,-122.40196900262151,37.790735824232506
2015,0289/009_2015,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,,0.0,0,,,325006,PG&E,Financial District/South Beach,94104,40.8,42.0,1031.6,96.0,-122.40196900262151,37.790735824232506
2014,0289/009_2014,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,,0.0,0,,,325006,PG&E,Financial District/South Beach,94104,37.6,39.3,960.6,97.0,-122.40196900262151,37.790735824232506
2013,0289/009_2013,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,,0.0,0,,,325006,PG&E,Financial District/South Beach,94104,44.3,44.5,1268.5,96.0,-122.40196900262151,37.790735824232506
2012,0289/009_2012,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,,0.0,0,,,325006,PG&E,Financial District/South Beach,94104,46.0,44.2,1310.15,95.0,-122.40196900262151,37.790735824232506
2011,0289/009_2011,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,,0.0,0,,,325006,PG&E,Financial District/South Beach,94104,46.6,45.1,1329.53,94.0,-122.40196900262151,37.790735824232506
2023,0289/009_2023,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,1888300.1,5.8100468914420045,100,1888300.1,,325006,PG&E,Financial District/South Beach,94104,33.6,33.0,754.8,91.0,-122.40196900262151,37.790735824232506
2024,0289/009_2024,180 Montgomery Street,180 MONTGOMERY ST,San Francisco,Commercial,1978.0,,1799022.2,5.535350731986486,100,1799022.2,,325006,PG&E,Financial District/South Beach,94104,31.0,30.5,668.25,89.0,-122.40196900262151,37.790735824232506
2018,0291/001_2018,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,190246.6,5.552213629067562,100,190246.6,,34265,PG&E,Financial District/South Beach,94104,18.9,19.1,45.7,,-122.40078309609216,37.79005659870608
2019,0291/001_2019,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,183984.0,5.369444039106961,100,183984.0,,34265,PG&E,Financial District/South Beach,94104,18.3,18.3,44.2,,-122.40078309609216,37.79005659870608
2020,0291/001_2020,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,156029.5,4.553611556982344,100,156029.5,,34265,PG&E,Financial District/South Beach,94104,51.3,56.9,116.7,,-122.40078309609216,37.79005659870608
2021,0291/001_2021,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,131610.4,3.8409572450021887,100,131610.4,,34265,PG&E,Financial District/South Beach,94104,46.8,46.8,103.9,81.0,-122.40078309609216,37.79005659870608
2016,0291/001_2016,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,,0.0,0,,,34265,PG&E,Financial District/South Beach,94104,48.9,,124.3,88.0,-122.40078309609216,37.79005659870608
2015,0291/001_2015,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,,0.0,0,,,34265,PG&E,Financial District/South Beach,94104,59.9,64.3,130.4,84.0,-122.40078309609216,37.79005659870608
2014,0291/001_2014,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,,0.0,0,,,34265,PG&E,Financial District/South Beach,94104,65.0,73.3,123.6,74.0,-122.40078309609216,37.79005659870608
2013,0291/001_2013,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,,0.0,0,,,34265,PG&E,Financial District/South Beach,94104,84.8,85.5,156.2,62.0,-122.40078309609216,37.79005659870608
2012,0291/001_2012,1 Sutter Street,540 MARKET ST,San Francisco,Commercial,1913.0,,,0.0,0,,,34265,PG&E,Financial District/South Beach,94104,94.2,91.8,176.9,,-122.40078309609216,37.79005659870608
2014,0291/004_2014,560 MARKET ST,560 MARKET ST,San Francisco,Commercial,1907.0,,,0.0,0,,,11734,PG&E,Financial District/South Beach,94104,31.3,31.6,28.5,90.0,-122.40104846696164,37.78994035920618
2013,0291/004_2013,560 MARKET ST,560 MARKET ST,San Francisco,Commercial,1907.0,,,0.0,0,,,11734,PG&E,Financial District/South Beach,94104,33.3,33.4,30.0,90.0,-122.40104846696164,37.78994035920618
2018,0291/005_2018,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,707239.8,11.407093548387097,100,707239.8,,62000,PG&E,Financial District/South Beach,94104,81.6,81.0,323.7,50.0,-122.40118844233696,37.7898790444813
2019,0291/005_2019,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,657131.1,10.59888870967742,100,657131.1,,62000,PG&E,Financial District/South Beach,94104,71.3,74.8,285.0,59.0,-122.40118844233696,37.7898790444813
2020,0291/005_2020,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,440038.6,7.097396774193548,100,440038.6,,62000,PG&E,Financial District/South Beach,94104,40.0,45.8,158.0,,-122.40118844233696,37.7898790444813
2021,0291/005_2021,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,362535.4,5.847345161290323,100,362535.4,,62000,PG&E,Financial District/South Beach,94104,36.8,38.0,136.2,78.0,-122.40118844233696,37.7898790444813
2022,0291/005_2022,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,273408.1,4.409808064516128,100,273408.1,,62000,PG&E,Financial District/South Beach,94104,61.1,61.1,225.3,69.0,-122.40118844233696,37.7898790444813
2017,0291/005_2017,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,,0.0,0,,,62000,PG&E,Financial District/South Beach,94104,79.5,82.2,330.4,68.0,-122.40118844233696,37.7898790444813
2016,0291/005_2016,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,,0.0,0,,,62000,PG&E,Financial District/South Beach,94104,86.8,91.2,383.7,63.0,-122.40118844233696,37.7898790444813
2015,0291/005_2015,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,,0.0,0,,,62000,PG&E,Financial District/South Beach,94104,73.6,76.4,325.3,70.0,-122.40118844233696,37.7898790444813
2014,0291/005_2014,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,,0.0,0,,,62000,PG&E,Financial District/South Beach,94104,76.2,79.8,335.4,67.0,-122.40118844233696,37.7898790444813
2013,0291/005_2013,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,,0.0,0,,,62000,PG&E,Financial District/South Beach,94104,85.5,85.8,384.4,67.0,-122.40118844233696,37.7898790444813
2012,0291/005_2012,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,,0.0,0,,,62000,PG&E,Financial District/South Beach,94104,48.4,48.8,228.83,,-122.40118844233696,37.7898790444813
2011,0291/005_2011,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,,0.0,0,,,62000,PG&E,Financial District/South Beach,94104,34.1,35.0,201.86,,-122.40118844233696,37.7898790444813
2024,0291/005_2024,Chancery Building,562 MARKET ST,San Francisco,Commercial,1923.0,,347568.0,5.605935483870968,100,347568.0,,62000,PG&E,Financial District/South Beach,94104,83.1,80.7,289.31,67.0,-122.40118844233696,37.7898790444813
2018,0291/006_2018,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,654615.8,8.67247555708646,100,654615.8,,75482,PG&E,Financial District/South Beach,94104,86.7,86.0,527.1,77.0,-122.40161029912106,37.789525360498686
2019,0291/006_2019,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,858949.1,11.379522270210115,100,858949.1,,75482,PG&E,Financial District/South Beach,94104,112.2,116.8,682.6,60.0,-122.40161029912106,37.789525360498686
2020,0291/006_2020,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,552089.8,7.3141914628653195,100,552089.8,,75482,PG&E,Financial District/South Beach,94104,108.5,120.3,448.8,,-122.40161029912106,37.789525360498686
2021,0291/006_2021,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,537370.6,7.119188680745078,100,537370.6,,75482,PG&E,Financial District/South Beach,94104,91.1,91.1,378.7,60.0,-122.40161029912106,37.789525360498686
2022,0291/006_2022,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,479082.3,6.34697411303357,100,479082.3,,75482,PG&E,Financial District/South Beach,94104,88.3,88.3,383.3,66.0,-122.40161029912106,37.789525360498686
2017,0291/006_2017,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,75482,PG&E,Financial District/South Beach,94104,86.8,86.8,540.9,88.0,-122.40161029912106,37.789525360498686
2016,0291/006_2016,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,75482,PG&E,Financial District/South Beach,94104,73.8,78.7,493.6,90.0,-122.40161029912106,37.789525360498686
2015,0291/006_2015,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,75482,PG&E,Financial District/South Beach,94104,63.4,66.9,425.6,93.0,-122.40161029912106,37.789525360498686
2014,0291/006_2014,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,75482,PG&E,Financial District/South Beach,94104,56.4,60.5,389.0,94.0,-122.40161029912106,37.789525360498686
2013,0291/006_2013,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,75482,PG&E,Financial District/South Beach,94104,67.3,67.6,465.6,92.0,-122.40161029912106,37.789525360498686
2012,0291/006_2012,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,75482,PG&E,Financial District/South Beach,94104,62.7,60.9,449.56,94.0,-122.40161029912106,37.789525360498686
2011,0291/006_2011,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,75482,PG&E,Financial District/South Beach,94104,57.0,56.6,418.92,95.0,-122.40161029912106,37.789525360498686
2023,0291/006_2023,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,462252.7,6.124012347314592,100,462252.7,,75482,PG&E,Financial District/South Beach,94104,112.1,112.1,477.5,53.0,-122.40161029912106,37.789525360498686
2024,0291/006_2024,Hobart Building,582 MARKET ST,San Francisco,Commercial,1922.0,,400191.4,5.301812352613869,100,400191.4,,75482,PG&E,Financial District/South Beach,94104,104.3,104.3,436.32,37.0,-122.40161029912106,37.789525360498686
2018,0291/012_2018,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,7140770.3,9.140045592899693,100,7140770.3,,781262,PG&E,Financial District/South Beach,94104,68.7,68.1,3251.6,75.0,-122.40176691341588,37.78980766741489
2019,0291/012_2019,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,7271897.5,9.307885830873637,100,7271897.5,,781262,PG&E,Financial District/South Beach,94104,68.1,71.5,3226.3,77.0,-122.40176691341588,37.78980766741489
2020,0291/012_2020,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,6365206.6,8.147339304868277,100,6365206.6,,781262,PG&E,Financial District/South Beach,94104,62.0,65.7,2845.1,,-122.40176691341588,37.78980766741489
2021,0291/012_2021,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,5695374.8,7.289967770095051,100,5695374.8,,781262,PG&E,Financial District/South Beach,94104,54.3,55.3,2702.4,,-122.40176691341588,37.78980766741489
2022,0291/012_2022,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,5547748.8,7.101009392495731,100,5547748.8,,781262,PG&E,Financial District/South Beach,94104,47.8,47.4,2517.5,86.0,-122.40176691341588,37.78980766741489
2017,0291/012_2017,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,,0.0,0,,,781262,PG&E,Financial District/South Beach,94104,74.1,75.7,3641.0,84.0,-122.40176691341588,37.78980766741489
2016,0291/012_2016,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,,0.0,0,,,781262,PG&E,Financial District/South Beach,94104,79.9,82.2,3917.8,78.0,-122.40176691341588,37.78980766741489
2015,0291/012_2015,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,,0.0,0,,,781262,PG&E,Financial District/South Beach,94104,66.1,66.1,3755.7,92.0,-122.40176691341588,37.78980766741489
2014,0291/012_2014,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,,0.0,0,,,781262,PG&E,Financial District/South Beach,94104,40.5,40.0,2502.8,97.0,-122.40176691341588,37.78980766741489
2013,0291/012_2013,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,,0.0,0,,,781262,PG&E,Financial District/South Beach,94104,41.7,41.6,2575.3,97.0,-122.40176691341588,37.78980766741489
2011,0291/012_2011,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,,0.0,0,,,781262,PG&E,Financial District/South Beach,94104,43.6,43.6,3003.05,95.0,-122.40176691341588,37.78980766741489
2023,0291/012_2023,44 Montgomery,44 MONTGOMERY ST,San Francisco,Commercial,1966.0,,5645880.7,7.226616295173707,100,5645880.7,,781262,PG&E,Financial District/South Beach,94104,52.8,52.1,2826.1,84.0,-122.40176691341588,37.78980766741489
2019,0291/013_2019,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,158472.5,14.56147202058256,100,158472.5,,10883,PG&E,Financial District/South Beach,94104,58.1,59.2,42.9,,-122.40134238833774,37.78981161054102
2020,0291/013_2020,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,80126.4,7.3625287145088665,100,80126.4,,10883,PG&E,Financial District/South Beach,94104,35.4,37.9,24.1,,-122.40134238833774,37.78981161054102
2021,0291/013_2021,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,46825.2,4.302600385922999,100,46825.2,,10883,PG&E,Financial District/South Beach,94104,20.0,20.0,12.8,,-122.40134238833774,37.78981161054102
2022,0291/013_2022,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,26152.9,2.4030965726362217,100,26152.9,,10883,PG&E,Financial District/South Beach,94104,13.3,13.3,9.1,,-122.40134238833774,37.78981161054102
2017,0291/013_2017,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,10883,PG&E,Financial District/South Beach,94104,53.7,55.3,42.1,,-122.40134238833774,37.78981161054102
2016,0291/013_2016,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,10883,PG&E,Financial District/South Beach,94104,60.4,62.6,52.9,,-122.40134238833774,37.78981161054102
2015,0291/013_2015,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,10883,PG&E,Financial District/South Beach,94104,62.6,63.7,52.3,,-122.40134238833774,37.78981161054102
2014,0291/013_2014,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,10883,PG&E,Financial District/South Beach,94104,54.3,55.2,45.3,,-122.40134238833774,37.78981161054102
2013,0291/013_2013,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,,0.0,0,,,10883,PG&E,Financial District/South Beach,94104,50.7,50.6,41.9,,-122.40134238833774,37.78981161054102
2023,0291/013_2023,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,23690.4,2.1768262427639438,100,23690.4,,10883,PG&E,Financial District/South Beach,94104,12.5,12.5,8.7,,-122.40134238833774,37.78981161054102
2024,0291/013_2024,570 Market Street,570 MARKET ST,San Francisco,Commercial,1922.0,,30166.3,2.7718735642745567,100,30166.3,,10883,PG&E,Financial District/South Beach,94104,14.9,14.9,9.96,,-122.40134238833774,37.78981161054102
2018,0292/001_2018,111 Sutter Street,111 SUTTER ST,San Francisco,Commercial,1926.0,,2428122.4,8.479354092967869,100,2428122.4,,286357,PG&E,Financial District/South Beach,94104,42.9,42.6,850.1,87.0,-122.40252360680356,37.78976014572264
2020,0292/001_2020,111 Sutter Street,111 SUTTER ST,San Francisco,Commercial,1926.0,,1467151.3,5.123504227240822,100,1467151.3,,286357,PG&E,Financial District/South Beach,94104,27.8,31.0,527.9,,-122.40252360680356,37.78976014572264
2021,0292/001_2021,111 Sutter Street,111 SUTTER ST,San Francisco,Commercial,1926.0,,1299379.6,4.537621221063219,100,1299379.6,,286357,PG&E,Financial District/South Beach,94104,31.1,32.0,565.4,,-122.40252360680356,37.78976014572264
2022,0292/001_2022,111 Sutter Street,111 SUTTER ST,San Francisco,Commercial,1926.0,,1470213.8,5.134198919530516,100,1470213.8,,286357,PG&E,Financial District/South Beach,94104,28.8,28.6,558.0,,-122.40252360680356,37.78976014572264
2017,0292/001_2017,111 Sutter Street,111 SUTTER ST,San Francisco,Commercial,1926.0,,,0.0,0,,,286357,PG&E,Financial District/South Beach,94104,43.8,,890.3,95.0,-122.40252360680356,37.78976014572264
